ID,Name,Sex,Age,Height,Weight,NOC,Games,Year,Season,City,Sport,Event,Medal
16875,Crystl Irene Bustos,F,26,173,102,USA,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Gold
16875,Crystl Irene Bustos,F,30,173,102,USA,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Silver
16883,Veniamin Yevgenyevich But,M,27,191,95,URS,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,Silver
16886,Stepas Butautas,M,26,NA,NA,URS,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,Silver
16896,Yvonne Buter,F,29,162,58,NED,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Bronze
16900,Simone Buti,M,32,206,100,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Silver
16906,Micha Butkiewicz,M,26,173,69,POL,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's epee, Team",Bronze
16907,Aleksandr Anatolyevich Butko,M,26,198,97,RUS,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Gold
16908,Vytautas Butkus,M,26,190,86,URS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Quadruple Sculls,Silver
16914,Dean William Butler,M,27,172,72,AUS,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Gold
16923,Jimmy Butler III,M,26,201,99,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
16928,Lloyd LeMarr Butler,M,23,NA,NA,USA,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
16934,"Charles Thomas ""Tom"" Butler",M,23,NA,NA,USA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Four,Bronze
16941,Vyacheslav Gennadyevich Butsayev,M,21,187,83,EUN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
16945,Jahangir Ahmed Butt,M,25,175,70,PAK,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold
16945,Jahangir Ahmed Butt,M,29,175,70,PAK,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Silver
16947,Linus Butt,M,29,186,83,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
16963,"Jeffrey ""Jeff"" Buttle",M,23,173,60,CAN,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Men's Singles,Bronze
16969,"Richard Totten ""Dick"" Button",M,18,NA,NA,USA,1948 Winter,1948,Winter,Sankt Moritz,Figure Skating,Figure Skating Men's Singles,Gold
16969,"Richard Totten ""Dick"" Button",M,22,NA,NA,USA,1952 Winter,1952,Winter,Oslo,Figure Skating,Figure Skating Men's Singles,Gold
16973,James Aaron Butts,M,26,188,82,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Triple Jump,Silver
16974,Matthew Butturini,M,24,181,81,AUS,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Bronze
16977,Dajana Butulija,F,30,175,65,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
16980,Nataliya Anatolyevna Butuzova,F,26,167,58,URS,1980 Summer,1980,Summer,Moskva,Archery,Archery Women's Individual,Silver
16984,"Anton Gerrit Jan ""Ton"" Buunk",M,23,196,91,NED,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Bronze
16986,"Douglas Raymond ""Doug"" Buxton",M,39,NA,NA,AUS,1956 Summer,1956,Summer,Melbourne,Sailing,Sailing Mixed 5.5 metres,Bronze
17000,Jen Buznszky,M,27,NA,NA,HUN,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,Gold
17008,Nataliya Vasilyevna Buzunova,F,22,172,66,URS,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,Bronze
17019,Ilya Vladimirovich Byakin,M,25,178,83,URS,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
17029,Thomas Hedvin Byberg,M,31,NA,NA,NOR,1948 Winter,1948,Winter,Sankt Moritz,Speed Skating,Speed Skating Men's 500 metres,Silver
17032,Mikhail Ivanovich Bychkov,M,33,NA,NA,URS,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
17038,Karyn L. Bye (-Dietz),F,26,173,75,USA,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
17038,Karyn L. Bye (-Dietz),F,30,173,75,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
17042,Byeon Cheon-Sa,F,18,167,58,KOR,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Gold
17043,Byeon Gyeong-Ja,F,20,172,61,KOR,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Women's Volleyball,Bronze
17062,Anatoly Mikhaylovich Bykov,M,22,170,74,URS,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
17062,Anatoly Mikhaylovich Bykov,M,26,170,74,URS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver
17064,"Vyacheslav Arkadyevich ""Slava"" Bykov",M,27,173,73,URS,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
17064,"Vyacheslav Arkadyevich ""Slava"" Bykov",M,31,173,73,EUN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
17066,Nataliya Viktorovna Bykova (-Zvonaryova),F,21,160,59,URS,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,Bronze
17067,Tamara Vladimirovna Bykova,F,29,179,62,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's High Jump,Bronze
17074,Ingamay Christina Bylund,F,36,176,64,SWE,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
17077,"Christopher Cornelius ""Chris"" Byrd",M,21,185,75,USA,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Middleweight,Silver
17079,Anja Byrial Hansen (-Pedersen),F,22,NA,NA,DEN,1996 Summer,1996,Summer,Atlanta,Handball,Handball Women's Handball,Gold
17092,"Anthony ""Tony"" Byrne",M,26,NA,NA,IRL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Lightweight,Bronze
17095,James Andrew Byrnes,M,25,200,93,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
17095,James Andrew Byrnes,M,29,200,93,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
17105,Galina Petrovna Bystrova (Dolzhenkova-),F,30,170,65,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Pentathlon,Bronze
17106,Nataliya Bystrova,F,17,175,67,URS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
17109,Lars Bystl,M,27,179,60,NOR,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
17109,Lars Bystl,M,27,179,60,NOR,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Bronze
17109,Lars Bystl,M,27,179,60,NOR,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze
17120,Francisco Caballer Saleras,M,27,175,80,ESP,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Bronze
17125,Denia Caballero Ponce,F,26,175,70,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,Bronze
17140,Nuria Cabanillas Provencio,F,15,162,38,ESP,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
17146,Alba Mara Cabello Rodilla,F,22,163,47,ESP,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
17146,Alba Mara Cabello Rodilla,F,26,163,47,ESP,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
17152,Javier Cabot Durn,M,26,170,69,ESP,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver
17153,Ricardo Cabot Durn,M,30,174,76,ESP,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver
17156,"Frederike Jacobie ""Mieke"" Cabout",F,22,182,70,NED,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Gold
17174,Delfo Cabrera Gmez,M,29,172,59,ARG,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Marathon,Gold
17213,Fermn Cacho Ruiz,M,23,175,65,ESP,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 1,500 metres",Gold
17213,Fermn Cacho Ruiz,M,27,175,65,ESP,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",Silver
17231,"Raymond ""Ray"" Cadieux",M,26,178,77,CAN,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
17238,Jrmy Cadot,M,29,185,78,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Silver
17258,Erin Jane Cafaro (-McKenzie),F,25,175,73,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
17258,Erin Jane Cafaro (-McKenzie),F,29,175,73,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
17271,Franco Giorgio Cagnotto,M,25,163,60,ITA,1972 Summer,1972,Summer,Munich,Diving,Diving Men's Springboard,Silver
17271,Franco Giorgio Cagnotto,M,25,163,60,ITA,1972 Summer,1972,Summer,Munich,Diving,Diving Men's Platform,Bronze
17271,Franco Giorgio Cagnotto,M,29,163,60,ITA,1976 Summer,1976,Summer,Montreal,Diving,Diving Men's Springboard,Silver
17271,Franco Giorgio Cagnotto,M,33,163,60,ITA,1980 Summer,1980,Summer,Moskva,Diving,Diving Men's Springboard,Bronze
17272,Tania Cagnotto (-Parolin),F,31,160,54,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Springboard,Bronze
17272,Tania Cagnotto (-Parolin),F,31,160,54,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,Silver
17273,Yav Samuel Sylvain Cahard,M,22,180,86,FRA,1980 Summer,1980,Summer,Moskva,Cycling,Cycling Men's Sprint,Silver
17279,Trevor John Cahill,M,20,193,99,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
17281,Caitlin Kinder Cahow,F,20,163,68,USA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
17281,Caitlin Kinder Cahow,F,24,163,68,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
17282,Cai Huijue,F,16,174,63,CHN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
17289,Cai Tongtong,F,18,168,48,CHN,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
17294,Cai Yalin,M,23,174,60,CHN,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Air Rifle, 10 metres",Gold
17299,Cai Yun,M,28,181,68,CHN,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Men's Doubles,Silver
17299,Cai Yun,M,32,181,68,CHN,2012 Summer,2012,Summer,London,Badminton,Badminton Men's Doubles,Gold
17300,Cai Zelin,M,25,175,55,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,Silver
17312,Carl Cecil Cain,M,22,190,86,USA,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,Gold
17315,"Lawrence J. ""Larry"" Cain",M,21,182,83,CAN,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold
17315,"Lawrence J. ""Larry"" Cain",M,21,182,83,CAN,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver
17318,Chiara Cainero,F,30,171,81,ITA,2008 Summer,2008,Summer,Beijing,Shooting,Shooting Women's Skeet,Gold
17318,Chiara Cainero,F,38,171,81,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Skeet,Silver
17324,Maureen Caird (-Jones),F,17,165,52,AUS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 80 metres Hurdles,Gold
17327,Christopher Cairns,M,27,177,68,AUS,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Multihull,Bronze
17333,Petr ajnek,M,30,180,82,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
17334,eljko ajkovski,M,23,164,NA,YUG,1948 Summer,1948,Summer,London,Football,Football Men's Football,Silver
17335,Zlatko ajkovski,M,24,164,NA,YUG,1948 Summer,1948,Summer,London,Football,Football Men's Football,Silver
17335,Zlatko ajkovski,M,28,164,NA,YUG,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,Silver
17338,Asl akr (-Alptekin),F,26,168,50,TUR,2012 Summer,2012,Summer,London,Athletics,"Athletics Women's 1,500 metres",Gold
17348,David Cal Figueroa,M,21,183,86,ESP,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Silver
17348,David Cal Figueroa,M,21,183,86,ESP,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
17348,David Cal Figueroa,M,25,183,86,ESP,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Silver
17348,David Cal Figueroa,M,25,183,86,ESP,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver
17348,David Cal Figueroa,M,29,183,86,ESP,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver
17350,Giovanni Calabrese,M,33,184,88,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Double Sculls,Bronze
17351,Lucas Calabrese,M,25,168,60,ARG,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Dinghy,Bronze
17357,Jordi Joan Calafat Estelrich,M,24,174,64,ESP,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's Two Person Dinghy,Gold
17364,Giampaolo Calanchini,M,23,178,73,ITA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Sabre, Team",Bronze
17364,Giampaolo Calanchini,M,27,178,73,ITA,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Sabre, Team",Silver
17369,Wladimiro Calarese,M,29,169,77,ITA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Sabre, Individual",Bronze
17369,Wladimiro Calarese,M,29,169,77,ITA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Sabre, Team",Bronze
17369,Wladimiro Calarese,M,34,169,77,ITA,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Sabre, Team",Silver
17369,Wladimiro Calarese,M,38,169,77,ITA,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Sabre, Team",Silver
17371,Attilio Calatroni,M,26,174,63,ITA,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Team",Silver
17374,Alessandro Calcaterra,M,21,187,102,ITA,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Bronze
17375,Roberto Calcaterra,M,24,186,90,ITA,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Bronze
17379,Paolo Caldarella,M,27,187,88,ITA,1992 Summer,1992,Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,Gold
17388,"David ""Dave"" Calder",M,30,195,90,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,Silver
17391,"Stephen ""Steve"" Calder",M,26,204,96,CAN,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Three Person Keelboat,Bronze
17402,Jos Manuel Caldern Borrallo,M,26,191,90,ESP,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,Silver
17402,Jos Manuel Caldern Borrallo,M,30,191,90,ESP,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Silver
17402,Jos Manuel Caldern Borrallo,M,34,191,90,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
17405,Mercedes Caldern Martnez,F,26,NA,NA,CUB,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Women's Volleyball,Gold
17406,Miguel Caldern Gmez,M,21,183,79,CUB,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,Bronze
17407,Rosir Calderon Daz,F,19,191,70,CUB,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Bronze
17410,Miguel Calds Luis,M,25,185,85,CUB,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Gold
17410,Miguel Calds Luis,M,29,185,85,CUB,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver
17411,Vladimr Caldr,M,25,177,81,TCH,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
17415,Hilary Caldwell,F,25,173,61,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,Bronze
17417,"Joseph Louis ""Joe"" Caldwell",M,22,196,89,USA,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
17419,"John ""Johnny"" Caldwell",M,18,NA,NA,IRL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Flyweight,Bronze
17428,Hctor O. Calegaris,M,45,175,75,ARG,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed Three Person Keelboat,Silver
17430,Anton Calenic,M,25,181,78,ROU,1968 Summer,1968,Summer,Mexico City,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
17437,Lee Quincy Calhoun,M,23,185,75,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 110 metres Hurdles,Gold
17437,Lee Quincy Calhoun,M,27,185,75,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 110 metres Hurdles,Gold
17462,Ryan Callahan,M,24,180,86,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
17471,Mara Luisa Calle Williams,F,35,170,51,COL,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's Points Race,Bronze
17476,Clarence H. Callender,M,26,179,75,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
17478,Emmanuel Earl Callender,M,24,189,86,TTO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
17478,Emmanuel Earl Callender,M,28,189,86,TTO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
17479,Els Callens,F,30,177,58,BEL,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Women's Doubles,Bronze
17487,Novella Calligaris,F,17,163,48,ITA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 400 metres Freestyle,Silver
17487,Novella Calligaris,F,17,163,48,ITA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 800 metres Freestyle,Bronze
17487,Novella Calligaris,F,17,163,48,ITA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
17489,Facundo Callioni,M,30,183,77,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
17494,Ashley John Callus,M,21,188,85,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
17494,Ashley John Callus,M,29,188,85,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
17495,Alain Calmat,M,23,NA,NA,FRA,1964 Winter,1964,Winter,Innsbruck,Figure Skating,Figure Skating Men's Singles,Silver
17504,Jan aloun,M,25,178,86,CZE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
17510,Dyana Jane Calub,F,24,175,69,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
17519,Schillonie Calvert,F,23,166,57,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
17525,Eva Calvo Gmez,F,25,176,57,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,Silver
17538,Juan ngel Calzado de Castro,M,23,180,70,ESP,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Bronze
17591,"Elizabeth Folake ""Liz"" Cambage",F,20,203,98,AUS,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Bronze
17593,Ivn Cambar Rodrguez,M,28,163,77,CUB,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Middleweight,Bronze
17595,Irene Camber-Corno,F,26,169,63,ITA,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Women's Foil, Individual",Gold
17595,Irene Camber-Corno,F,34,169,63,ITA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Women's Foil, Team",Bronze
17602,"Asuka Antonio ""Aska"" Cambridge",M,23,179,74,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
17606,Ibrahim Camejo Savas,M,26,180,79,CUB,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Long Jump,Bronze
17618,"Bertland ""Bert"" Cameron",M,28,188,79,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
17631,Michelle A. Cameron (-Coulter),F,25,174,59,CAN,1988 Summer,1988,Summer,Seoul,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
17636,Tracy Cameron,F,33,172,58,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
17637,Brett Camerota,M,25,167,59,USA,2010 Winter,2010,Winter,Vancouver,Nordic Combined,Nordic Combined Men's Team,Silver
17643,Werner Camichel,M,26,177,80,SUI,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Four,Gold
17650,Tiago Henrique de Oliveira Camilo,M,18,180,90,BRA,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Lightweight,Silver
17650,Tiago Henrique de Oliveira Camilo,M,26,180,90,BRA,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Half-Middleweight,Bronze
17656,Roberto Cammarelle,M,24,190,101.5,ITA,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Super-Heavyweight,Bronze
17656,Roberto Cammarelle,M,28,190,101.5,ITA,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Super-Heavyweight,Gold
17656,Roberto Cammarelle,M,31,190,101.5,ITA,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Super-Heavyweight,Silver
17665,"Alessandro ""Sandro"" Campagna",M,29,182,80,ITA,1992 Summer,1992,Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,Gold
17670,Loris Campana,M,25,177,75,ITA,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
17678,Alan Campbell,M,29,191,96,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Single Sculls,Bronze
17684,Bronte Campbell,F,22,179,58,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
17686,Cassie Dawin Campbell (-Pascall),F,24,170,66,CAN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
17686,Cassie Dawin Campbell (-Pascall),F,28,170,66,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
17686,Cassie Dawin Campbell (-Pascall),F,32,170,66,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
17687,Cate Natalie Campbell,F,16,186,67,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,Bronze
17687,Cate Natalie Campbell,F,16,186,67,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
